ATO UC Code,Urban Center,Indicator code,Indicator name,Indicator source,Units,Header,Year,Value
UZB-3,Tashkent,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
VNM-2,Da Nang,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,922.8681172076847
VNM-2,Da Nang,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
VNM-3,Haiphong,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,715.569591603432
VNM-3,Haiphong,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
VNM-4,Hanoi,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,702.3976722700903
VNM-4,Hanoi,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
VNM-5,Ho Chi Minh City,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,182.4609516997447
VNM-5,Ho Chi Minh City,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
ARG-1,Buenos Aires,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,1572.706782581576
ARG-1,Buenos Aires,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
BLR-1,Minsk,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,1035.917372318468
BLR-1,Minsk,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
BRA-3,São Paulo,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,1887.556512708239
BRA-3,São Paulo,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
CAN-1,Toronto,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,595.6791201084437
CAN-1,Toronto,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
CHL-1,Santiago,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,3930.95879474275
CHL-1,Santiago,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
COL-1,Bogota,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,5297.779815428739
COL-1,Bogota,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
CIV-1,Abidjan,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,73.29121791969769
CIV-1,Abidjan,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
DOM-1,Santo Domingo,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,625.01454080921
DOM-1,Santo Domingo,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
ECU-1,Guayaquil,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,1503.366609661595
ECU-1,Guayaquil,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
EGY-2,Cairo,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,167.7015499482002
EGY-2,Cairo,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
FRA-1,Paris,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,22955.20426981481
FRA-1,Paris,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
DEU-1,Berlin,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,6717.337490364557
DEU-1,Berlin,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
GHA-1,Accra,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,44.91491939124851
GHA-1,Accra,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
GRC-1,Athens,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,41968.89872129636
GRC-1,Athens,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
HTI-1,Port-au-Prince,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,278.5080149231398
HTI-1,Port-au-Prince,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
ITA-1,Milan,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,20657.48189896322
ITA-1,Milan,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
JOR-1,Amman,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,213.3515083044094
JOR-1,Amman,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
KEN-1,Nairobi,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,115.8378302745292
KEN-1,Nairobi,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
MEX-2,Mexico City,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,3402.357374022207
MEX-2,Mexico City,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
NLD-1,Amsterdam,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,99162.03410914802
NLD-1,Amsterdam,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
PER-1,Lima,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,10070.80686279865
PER-1,Lima,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
SAU-1,Riyadh,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,302.758000319249
SAU-1,Riyadh,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
ZAF-1,Johannesburg,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,235.0047031324134
ZAF-1,Johannesburg,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
ESP-2,Madrid,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,35214.33232733195
ESP-2,Madrid,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
TZA-1,Dar es Salaam,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,294.3070631198869
TZA-1,Dar es Salaam,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
TUR-1,Istanbul,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,4058.472222132524
TUR-1,Istanbul,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
UKR-1,Kyiv,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,2460.872994018428
UKR-1,Kyiv,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
ARE-1,Dubai,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,1553.004093933549
ARE-1,Dubai,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
GBR-1,London,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,8314.604919386707
GBR-1,London,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
USA-1,Chicago,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,892.3218764648083
USA-1,Chicago,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
USA-2,Dallas,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,1613.506565848755
USA-2,Dallas,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
USA-3,Detroit,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,2409.345692850985
USA-3,Detroit,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
USA-4,Houston,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,332.9102705542022
USA-4,Houston,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
USA-6,Miami,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,1619.16394457158
USA-6,Miami,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
USA-7,New York,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,5688.913082029516
USA-7,New York,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
USA-8,Philadelphia,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,1927.801242112479
USA-8,Philadelphia,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
USA-9,Phoenix,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,1593.445074975123
USA-9,Phoenix,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
USA-10,San Jose,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,1617.029952504163
USA-10,San Jose,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
USA-12,Washington D.C.,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,750.9071566202895
USA-12,Washington D.C.,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
VEN-1,Caracas,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),meters per million population,Series,2021,1586.573932796438
VEN-1,Caracas,INF-UDB-006,Pedestrian Streets per capita,Calculated (using Tsiompras et.al. (2021) and GHS (European Commission)),None,Remarks,-,2021 (*Urban population for 2015)
ARM-1,Yerevan,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2016,11.3594040968342
ARM-1,Yerevan,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2017,11.3277623026926
ARM-1,Yerevan,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2018,11.2962962962962
ARM-1,Yerevan,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2019,11.2650046168051
ARM-1,Yerevan,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2020,11.2338858195211
ARM-1,Yerevan,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2021,11.2049963262307
AUS-1,Adelaide,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2016,9.42521631644004
AUS-1,Adelaide,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2017,9.35009196811771
AUS-1,Adelaide,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2018,9.27615571776155
AUS-1,Adelaide,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2019,9.20337960168979
AUS-1,Adelaide,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2020,9.1317365269461
AUS-1,Adelaide,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2021,9.05447528573549
AUS-2,Brisbane,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2016,11.41410552496
AUS-2,Brisbane,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2017,11.2217273600558
AUS-2,Brisbane,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2018,11.0357265544486
AUS-2,Brisbane,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2019,10.8557911633015
AUS-2,Brisbane,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2020,10.6816292601828
AUS-2,Brisbane,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2021,10.5396981627296
AUS-5,Sydney,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2016,15.1502034455891
AUS-5,Sydney,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2017,14.9037642650315
AUS-5,Sydney,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2018,14.665214112126
AUS-5,Sydney,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2019,21.8574727812603
AUS-5,Sydney,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2020,21.5184734064149
AUS-5,Sydney,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2021,21.2399310704123
AZE-1,Baku,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2016,15.526197939991
AZE-1,Baku,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2017,15.3407079646017
AZE-1,Baku,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2018,15.1595977262789
AZE-1,Baku,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2019,14.9827139152981
AZE-1,Baku,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2020,14.8099102947458
AZE-1,Baku,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2021,14.6163575042158
CHN-6,Beijing,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2016,31.8560336495055
CHN-6,Beijing,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2017,32.1112601232989
CHN-6,Beijing,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2018,32.8791318422901
CHN-6,Beijing,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2019,35.3260598565915
CHN-6,Beijing,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2020,35.1634657674827
CHN-6,Beijing,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2021,37.3667279411764
CHN-9,Changchun,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2016,4.01386294366335
CHN-9,Changchun,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2017,8.29044206070518
CHN-9,Changchun,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2018,16.074119419853
CHN-9,Changchun,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2019,15.7427477747544
CHN-9,Changchun,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2020,15.4247627654767
CHN-9,Changchun,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2021,16.603230803275
CHN-10,Changsha,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2016,12.1522729475622
CHN-10,Changsha,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2017,11.8289461269931
CHN-10,Changsha,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2018,11.5223784578623
CHN-10,Changsha,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2019,18.7337633252709
CHN-10,Changsha,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2020,31.1380515508955
CHN-10,Changsha,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2021,30.4074232081911
CHN-12,Changzhou,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2016,16.5444692381255
CHN-12,Changzhou,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2017,15.9251304081006
CHN-12,Changzhou,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2018,15.3504880212954
CHN-12,Changzhou,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2019,24.5789323437053
CHN-12,Changzhou,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2020,23.751724137931
CHN-12,Changzhou,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2021,28.3431477516059
CHN-13,Chengdu,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2016,15.7518320180383
CHN-13,Chengdu,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2017,23.485652334379
CHN-13,Chengdu,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2018,29.395168600435
CHN-13,Chengdu,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2019,37.8841528594334
CHN-13,Chengdu,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2020,53.2651050788091
CHN-13,Chengdu,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2021,53.2443117117504
CHN-14,Chongqing,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2016,13.3073817762399
CHN-14,Chongqing,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2017,16.1772891733927
CHN-14,Chongqing,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2018,19.298009682625
CHN-14,Chongqing,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2019,19.8152485037731
CHN-14,Chongqing,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2020,20.1108870967741
CHN-14,Chongqing,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2021,21.1060630181608
CHN-16,Dalian,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2016,40.1335252258735
CHN-16,Dalian,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2017,42.0005429934452
CHN-16,Dalian,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2018,41.3678818921361
CHN-16,Dalian,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2019,40.203506460232
CHN-16,Dalian,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2020,39.1028835884656
CHN-16,Dalian,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2021,45.600124917589
CHN-19,Dongguan,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2016,5.13512040971995
CHN-19,Dongguan,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2017,5.12353564730504
CHN-19,Dongguan,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2018,5.1120030373705
CHN-19,Dongguan,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2019,5.10052222853586
CHN-19,Dongguan,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2020,5.08909287257019
CHN-19,Dongguan,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2021,5.03943323085149
CHN-22,Fuzhou,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2016,2.68563333726832
CHN-22,Fuzhou,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2017,11.2914404528127
CHN-22,Fuzhou,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2018,11.0539409702589
CHN-22,Fuzhou,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2019,19.2989256839074
CHN-22,Fuzhou,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2020,21.4053174172544
CHN-22,Fuzhou,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2021,20.9661989795918
CHN-23,Guangzhou,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2016,22.9269997669851
CHN-23,Guangzhou,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2017,29.1251276564703
CHN-23,Guangzhou,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2018,35.0685667340748
CHN-23,Guangzhou,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2019,37.0583794277614
CHN-23,Guangzhou,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2020,37.3883626522327
CHN-23,Guangzhou,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2021,40.8036776477154
CHN-25,Guiyang,INF-UDB-025,Rapid Transit to Resident Ratio (RTR),ITDP,Kilometers per million population,Series,2016,0
